Brand,Model,Variant,CC,Fuel_Type,Price_in_lakh,Transmission,Mileage_kmpl/kmkg(cng),Bhp,Rating,Value_Score
Mahindra,XUV700,AX7 MT 7 STR Dual Tone,2184,Diesel,20.14,Manual,14.6,182,4.6,131.9364449
Mahindra,XUV700,AX7 MT 7 STR Ebony Limited Edition,2184,Diesel,20.14,Manual,14.6,182,4.6,131.9364449
Mahindra,XUV700,AX7 MT 6 STR,2184,Diesel,20.19,Manual,14.6,182,4.6,131.6097078
Mahindra,XUV700,AX7 MT 6 STR Ebony Limited Edition,2184,Diesel,20.34,Manual,14.6,182,4.6,130.6391347
Mahindra,XUV700,AX7 MT 6 STR Dual Tone,2184,Diesel,20.34,Manual,14.6,182,4.6,130.6391347
Mahindra,XUV700,AX5 AT 7 STR,2184,Diesel,20.64,Automatic (TC),14.77,182,4.6,130.2393411
Mahindra,XUV700,AX7 AT 7 STR,1997,Petrol,20.99,Automatic (TC),13,197,4.6,122.0104812
Mahindra,XUV700,AX7 AT 7 STR Ebony Limited Edition,1997,Petrol,21.14,Automatic (TC),13,197,4.6,121.1447493
Mahindra,XUV700,AX7 AT 6 STR,1997,Petrol,21.19,Automatic (TC),13,197,4.6,120.8588957
Mahindra,XUV700,AX7 AT 6 STR Ebony Limited Edition,1997,Petrol,21.34,Automatic (TC),13,197,4.6,120.0093721
Mahindra,XUV700,AX7 AT 7 STR Dual Tone,1997,Petrol,21.59,Automatic (TC),13,197,4.6,118.6197314
Mahindra,XUV700,AX7 AT 6 STR Dual Tone,1997,Petrol,21.64,Automatic (TC),13,197,4.6,118.3456562
Mahindra,XUV700,AX7 AT 7 STR,2184,Diesel,21.69,Automatic (TC),14.77,182,4.6,123.934532
Mahindra,XUV700,AX7 AT 7 STR Ebony Limited Edition,2184,Diesel,21.79,Automatic (TC),14.77,182,4.6,123.3657641
Mahindra,XUV700,AX7 AT 6 STR,2184,Diesel,21.89,Automatic (TC),14.77,182,4.6,122.8021928
Mahindra,XUV700,AX7 AT 6 STR Ebony Limited Edition,2184,Diesel,22.04,Automatic (TC),14.77,182,4.6,121.9664247
Mahindra,XUV700,AX7 Luxury Pack MT 7 STR,2184,Diesel,22.24,Manual,14.6,182,4.6,119.4784173
Mahindra,XUV700,AX7 AT 7 STR Dual Tone,2184,Diesel,22.29,Automatic (TC),14.77,182,4.6,120.5984747
Mahindra,XUV700,AX7 Luxury Pack MT 7 STR Ebony Limited Edition,2184,Diesel,22.39,Manual,14.6,182,4.6,118.6779812
Mahindra,XUV700,AX7 Luxury Pack MT 6 STR,2184,Diesel,22.49,Manual,14.6,182,4.6,118.150289
Mahindra,XUV700,AX7 AT 6 STR Dual Tone,2184,Diesel,22.49,Automatic (TC),14.77,182,4.6,119.5260116
Mahindra,XUV700,AX7 Luxury Pack MT 6 STR Ebony Limited Edition,2184,Diesel,22.64,Manual,14.6,182,4.6,117.3674912
Mahindra,XUV700,AX7 Luxury Pack 7 STR Blaze Editon MT,2184,Diesel,22.74,Manual,14.6,182,4.6,116.8513632
Mahindra,XUV700,AX7 AT AWD 7 STR,2184,Diesel,22.89,Automatic (TC),14.77,182,4.6,117.4373089
Mahindra,XUV700,AX7 AT AWD 7 STR Ebony Limited Edition,2184,Diesel,23.04,Automatic (TC),14.77,182,4.6,116.6727431
Mahindra,XUV700,AX7 Luxury Pack MT 7 STR Dual Tone,2184,Diesel,23.14,Manual,14.6,182,4.6,114.8314607
Mahindra,XUV700,AX7 Luxury Pack AT 7 STR,1997,Petrol,23.19,Automatic (TC),13,197,4.6,110.4355326
Mahindra,XUV700,AX7 Luxury Pack AT 7 STR Ebony Limited Edition,1997,Petrol,23.34,Automatic (TC),13,197,4.6,109.7257926
Mahindra,XUV700,AX7 Luxury Pack AT 6 STR,1997,Petrol,23.39,Automatic (TC),13,197,4.6,109.4912356
Mahindra,XUV700,AX7 Luxury Pack MT 6 STR Dual Tone,2184,Diesel,23.39,Manual,14.6,182,4.6,113.6041043
Mahindra,XUV700,AX7 AT AWD 7 STR Dual Tone,2184,Diesel,23.49,Automatic (TC),14.77,182,4.6,114.437633
Mahindra,XUV700,AX7 Luxury Pack AT 6 STR Ebony Limited Edition,1997,Petrol,23.54,Automatic (TC),13,197,4.6,108.7935429
Mahindra,XUV700,AX7 Luxury Pack 7 STR Blaze Editon AT,1997,Petrol,23.64,Automatic (TC),13,197,4.6,108.3333333
Mahindra,XUV700,AX7 Luxury Pack AT 7 STR,2184,Diesel,23.99,Automatic (TC),14.77,182,4.6,112.0525219
Mahindra,XUV700,AX7 Luxury Pack AT 7 STR Dual Tone,1997,Petrol,24.09,Automatic (TC),13,197,4.6,106.3096721
Mahindra,XUV700,AX7 Luxury Pack 7 STR Blaze Editon AT,2184,Diesel,24.14,Automatic (TC),14.77,182,4.6,111.3562552
Mahindra,XUV700,AX7 Luxury Pack AT 7 STR Ebony Limited Edition,2184,Diesel,24.14,Automatic (TC),14.77,182,4.6,111.3562552
Mahindra,XUV700,AX7 Luxury Pack AT 6 STR,2184,Diesel,24.19,Automatic (TC),14.77,182,4.6,111.1260852
Mahindra,XUV700,AX7 Luxury Pack AT 6 STR Dual Tone,1997,Petrol,24.29,Automatic (TC),13,197,4.6,105.4343351
Mahindra,XUV700,AX7 Luxury Pack AT 6 STR Ebony Limited Edition,2184,Diesel,24.34,Automatic (TC),14.77,182,4.6,110.441249
Mahindra,XUV700,AX7 Luxury Pack AT 7 STR Dual Tone,2184,Diesel,24.89,Automatic (TC),14.77,182,4.6,108.0008035
Mahindra,XUV700,AX7 Luxury Pack AT AWD 7 STR,2184,Diesel,24.99,Automatic (TC),14.77,182,4.6,107.5686275
Mahindra,XUV700,AX7 Luxury Pack AT 6 STR Dual Tone,2184,Diesel,25.09,Automatic (TC),14.77,182,4.6,107.1398964
Mahindra,XUV700,AX7 Luxury Pack AT AWD 7 STR Ebony Limited Edition,2198,Diesel,25.14,Automatic (TC),14.77,182,4.6,106.9268099
Mahindra,XUV700,AX7 Luxury Pack AT AWD 7 STR Dual Tone,2184,Diesel,25.89,Automatic (TC),14.77,182,4.6,103.8292777
Mahindra,Scorpio N,Z2 MT 7 STR,1997,Petrol,13.99,Manual,15,200,4.7,214.4388849
Mahindra,Scorpio N,Z2 MT 7 STR (ESP),1997,Petrol,14.35,Manual,15,200,4.7,209.0592334
Mahindra,Scorpio N,Z2 MT 7 STR,2184,Diesel,14.4,Manual,15.25,130,4.7,137.6736111
Mahindra,Scorpio N,Z2 MT 7 STR (ESP),2184,Diesel,14.9,Manual,15.25,130,4.7,133.0536913
Mahindra,Scorpio N,Z4 MT 7 STR,1997,Petrol,15.64,Manual,15,200,4.7,191.8158568
Mahindra,Scorpio N,Z4 MT 7 STR (ESP),1997,Petrol,15.99,Manual,15,200,4.7,187.6172608
Mahindra,Scorpio N,Z4 MT 2WD 7 STR,2184,Diesel,16,Manual,15.25,130,4.7,123.90625
Mahindra,Scorpio N,Z4 MT 2WD 7 STR (ESP),2184,Diesel,16.5,Manual,15.25,130,4.7,120.1515152
Mahindra,Scorpio N,Z6 MT 2WD 7 STR,2184,Diesel,17.01,Manual,15.25,172,4.7,154.2034098
Mahindra,Scorpio N,Z4 AT 7 STR,1997,Petrol,17.2,Automatic (TC),12.12,200,4.7,140.9302326
Mahindra,Scorpio N,Z8 Select MT,1997,Petrol,17.34,Manual,15,200,4.7,173.0103806
Mahindra,Scorpio N,Z4 AT 2WD 7 STR,2184,Diesel,17.7,Automatic (TC),14.67,172,4.7,142.5559322
Mahindra,Scorpio N,Z4 MT 4WD 7 STR,2184,Diesel,18.16,Manual,15.25,172,4.7,144.438326
Mahindra,Scorpio N,Z8 Select MT 2WD,2184,Diesel,18.34,Manual,15.25,172,4.7,143.0207197
Mahindra,Scorpio N,Z4 MT 4WD 7 STR (ESP),2184,Diesel,18.66,Manual,15.25,172,4.7,140.56806
Mahindra,Scorpio N,Z6 AT 2WD 7 STR,2184,Diesel,18.7,Automatic (TC),14.67,172,4.7,134.9326203
Mahindra,Scorpio N,Z8 Select AT,1997,Petrol,18.84,Automatic (TC),12.12,200,4.7,128.6624204
Mahindra,Scorpio N,Z8 MT 7 STR,1997,Petrol,18.99,Manual,15,200,4.7,157.9778831
Mahindra,Scorpio N,Z8 MT 7 STR Carbon Edition,1997,Petrol,19.19,Manual,15,200,4.7,156.3314226
Mahindra,Scorpio N,Z8 Select AT 2WD,2184,Diesel,19.34,Automatic (TC),14.67,172,4.7,130.467425
Mahindra,Scorpio N,Z8 MT 2WD 7 STR,2184,Diesel,19.45,Manual,15.25,172,4.7,134.8586118
Mahindra,Scorpio N,Z8 MT 2WD 7 STR Carbon Edition,2184,Diesel,19.65,Manual,15.25,172,4.7,133.4860051
Mahindra,Scorpio N,Z8 AT 7 STR,1997,Petrol,20.5,Automatic (TC),12.12,200,4.7,118.2439024
Mahindra,Scorpio N,Z8 L MT 7 STR,1997,Petrol,20.69,Manual,15,200,4.7,144.9975834
Mahindra,Scorpio N,Z8 AT 7 STR Carbon Edition,1997,Petrol,20.7,Automatic (TC),12.12,200,4.7,117.1014493
Mahindra,Scorpio N,Z8 L MT 7 STR Carbon Edition,1997,Petrol,20.89,Manual,15,200,4.7,143.6093825
Mahindra,Scorpio N,Z8 L MT 6 STR,1997,Petrol,20.94,Manual,15,200,4.7,143.2664756
Mahindra,Scorpio N,Z8 AT 2WD 7 STR,2184,Diesel,20.98,Automatic (TC),14.67,172,4.7,120.2688275
Mahindra,Scorpio N,Z8 L MT 2WD 7 STR,2184,Diesel,21.1,Manual,15.25,172,4.7,124.3127962
Mahindra,Scorpio N,Z8 AT 2WD 7 STR Carbon Edition,2184,Diesel,21.18,Automatic (TC),14.67,172,4.7,119.1331445
Mahindra,Scorpio N,Z8 L MT 2WD 7 STR Carbon Edition,2184,Diesel,21.3,Manual,15.25,172,4.7,123.1455399
Mahindra,Scorpio N,Z8 L MT 2WD 6 STR,2184,Diesel,21.44,Manual,15.25,172,4.7,122.3414179
Mahindra,Scorpio N,Z8 MT 4WD 7 STR,2184,Diesel,21.52,Manual,15.25,172,4.7,121.8866171
Mahindra,Scorpio N,Z8 MT 4WD 7 STR Carbon Edition,2184,Diesel,21.72,Manual,15.25,172,4.7,120.7642726
Mahindra,Scorpio N,Z8 L AT 7 STR,1997,Petrol,22.11,Automatic (TC),12.12,200,4.7,109.6336499
Mahindra,Scorpio N,Z8 L AT 6 STR,1997,Petrol,22.3,Automatic (TC),12.12,200,4.7,108.6995516
Mahindra,Scorpio N,Z8 L AT 7 STR Carbon Edition,1997,Petrol,22.31,Automatic (TC),12.12,200,4.7,108.6508292
Mahindra,Scorpio N,Z8 L AT 2WD 7 STR,2184,Diesel,22.56,Automatic (TC),14.67,172,4.7,111.8457447
Mahindra,Scorpio N,Z8 L AT 2WD 7 STR Carbon Edition,2184,Diesel,22.76,Automatic (TC),14.67,172,4.7,110.8629174
Mahindra,Scorpio N,Z8 L AT 2WD 6 STR,2184,Diesel,22.8,Automatic (TC),14.67,172,4.7,110.6684211
Mahindra,Scorpio N,Z8 L MT 4WD 7 STR,2184,Diesel,23.13,Manual,15.25,172,4.7,113.4025076
Mahindra,Scorpio N,Z8 AT 4WD 7 STR,2184,Diesel,23.24,Automatic (TC),14.67,172,4.7,108.5731497
Mahindra,Scorpio N,Z8 L MT 4WD 7 STR Carbon Edition,2184,Diesel,23.33,Manual,15.25,172,4.7,112.4303472
Mahindra,Scorpio N,Z8 AT 4WD 7 STR Carbon Edition,2184,Diesel,23.44,Automatic (TC),14.67,172,4.7,107.6467577
Mahindra,Scorpio N,Z8 L AT 4WD 7 STR,2184,Diesel,24.69,Automatic (TC),14.67,172,4.7,102.1968408
Mahindra,Scorpio N,Z8 L AT 4WD 7 STR Carbon Edition,2184,Diesel,24.89,Automatic (TC),14.67,172,4.7,101.3756529
Mahindra,Thar Roxx,MX1 MT 2WD,1997,Petrol,12.99,Manual,12.4,160,4.7,152.7328714
Mahindra,Thar Roxx,MX1 MT 2WD,2184,Diesel,13.99,Manual,15.2,150,4.7,162.9735525
Mahindra,Thar Roxx,MX3 AT 2WD,1997,Petrol,14.99,Automatic (TC),12.4,174,4.7,143.9359573
Mahindra,Thar Roxx,MX3 MT 2WD,2184,Diesel,15.99,Manual,15.2,150,4.7,142.5891182
Mahindra,Thar Roxx,MX5 MT 2WD,1997,Petrol,16.49,Manual,12.4,160,4.7,120.3153426
Mahindra,Thar Roxx,AX3 L MT 2WD,2184,Diesel,16.99,Manual,15.2,150,4.7,134.1965862
Mahindra,Thar Roxx,MX5 MT 2WD,2184,Diesel,16.99,Manual,15.2,150,4.7,134.1965862
Mahindra,Thar Roxx,MX3 AT 2WD,2184,Diesel,17.49,Automatic (TC),15.2,150,4.7,130.3602058
Mahindra,Thar Roxx,MX5 AT 2WD,1997,Petrol,17.99,Automatic (TC),12.4,174,4.7,119.9332963
Mahindra,Thar Roxx,MX5 AT 2WD,2184,Diesel,18.49,Automatic (TC),15.2,150,4.7,123.3098972
Mahindra,Thar Roxx,AX5 L AT 2WD,2184,Diesel,18.99,Automatic (TC),15.2,172,4.7,137.6724592
Mahindra,Thar Roxx,MX5 MT 4WD Mocha Intrs,2184,Diesel,19.09,Manual,15.2,150,4.7,119.4342588
Mahindra,Thar Roxx,MX5 MT 4WD,2184,Diesel,19.09,Manual,15.2,150,4.7,119.4342588
Mahindra,Thar Roxx,AX7 L MT 2WD,2184,Diesel,19.49,Manual,15.2,150,4.7,116.9830682
Mahindra,Thar Roxx,AX7 L AT 2WD,1997,Petrol,20.49,Automatic (TC),12.4,174,4.7,105.3001464
Mahindra,Thar Roxx,AX7 L AT 2WD,2184,Diesel,20.99,Automatic (TC),15.2,172,4.7,124.5545498
Mahindra,Thar Roxx,AX5 L AT 4WD,2184,Diesel,21.09,Automatic(TC),15.2,172,4.7,123.963964
Mahindra,Thar Roxx,AX5 L AT 4WD Mocha Intrs,2184,Diesel,21.09,Automatic(TC),15.2,172,4.7,123.963964
Mahindra,Thar Roxx,AX7 L MT 4WD,2184,Diesel,21.59,Manual,15.2,150,4.7,105.6044465
Mahindra,Thar Roxx,AX7 L MT 4WD Mocha Intrs,2184,Diesel,21.59,Manual,15.2,150,4.7,105.6044465
Mahindra,Thar Roxx,AX7 L AT 4WD,2184,Diesel,23.09,Automatic(TC),15.2,172,4.7,113.226505
Mahindra,Thar Roxx,AX7 L AT 4WD Mocha Intrs,2184,Diesel,23.09,Automatic(TC),15.2,172,4.7,113.226505
Mahindra,Thar,AX (O) Hard Top MT RWD,1497,Diesel,11.5,Manual,17,117,4.7,172.9565217
Mahindra,Thar,LX Hard Top MT RWD,1497,Diesel,12.99,Manual,17,117,4.7,153.1177829
Mahindra,Thar,LX Hard Top AT RWD,1997,Petrol,14.25,Automatic (TC),17,150,4.7,178.9473684
Mahindra,Thar,LX Hard Top MT 4WD,1997,Petrol,15.2,Manual,17,150,4.7,167.7631579
Mahindra,Thar,LX Hard Top MT 4WD,2184,Diesel,15.95,Manual,15,130,4.7,122.2570533
Mahindra,Thar,LX Hard Top AT 4WD,1997,Petrol,16.8,Automatic (TC),17,150,4.7,151.7857143
Mahindra,Thar,LX Hard Top AT 4WD,2184,Diesel,17.4,Automatic (TC),15,130,4.7,112.0689655
Mahindra,Scorpio,S MT 7STR,2184,Diesel,13.62,Manual,15.06,130,4.8,143.7444934
Mahindra,Scorpio,S MT 9STR,2184,Diesel,13.87,Manual,15.06,130,4.8,141.1535689
Mahindra,Scorpio,S11 MT 7S CC,2184,Diesel,17.35,Manual,15.06,130,4.8,112.8414986
Mahindra,Scorpio,S11 MT 7S,2184,Diesel,17.5,Manual,15.06,130,4.8,111.8742857
Mahindra,Bolero Neo,N4,1493,Diesel,9.95,Manual,17.25,100,4.6,173.3668342
Mahindra,Bolero Neo,N8,1493,Diesel,10.64,Manual,17.25,100,4.6,162.1240602
Mahindra,Bolero Neo,N10,1493,Diesel,11.48,Manual,17.25,100,4.6,150.261324
Mahindra,Bolero Neo,N10 (O),1493,Diesel,12.16,Manual,17.25,100,4.6,141.8585526
Mahindra,Bolero,B4,1493,Diesel,9.79,Manual,16,75,4.6,122.5740552
Mahindra,Bolero,B6,1493,Diesel,10,Manual,16,75,4.6,120
Mahindra,Bolero,B6 (O),1493,Diesel,10.91,Manual,16,75,4.6,109.9908341
Mahindra,Bolero Neo Plus,P4,2184,Diesel,11.39,Manual,16,118,4.6,165.7594381
Mahindra,Bolero Neo Plus,P10,2184,Diesel,12.49,Manual,16,118,4.6,151.1609287
Mahindra,Marazzo,M2 7 STR,1497,Diesel,14.59,Manual,16.5,121,4.3,136.8403016
Mahindra,Marazzo,M2 8 STR,1497,Diesel,14.59,Manual,16.5,121,4.3,136.8403016
Mahindra,Marazzo,M4 Plus 7 STR,1497,Diesel,15.86,Manual,16.5,121,4.3,125.8827238
Mahindra,Marazzo,M4 Plus 8 STR,1497,Diesel,15.94,Manual,16.5,121,4.3,125.250941
Mahindra,Marazzo,M6 Plus 7 STR,1497,Diesel,16.92,Manual,16.5,121,4.3,117.9964539
Mahindra,Marazzo,M6 Plus 8 STR,1497,Diesel,17,Manual,16.5,121,4.3,117.4411765
TATA,Nexon,Smart 1.2 5MT,1199,Petrol,8,Manual,16.75,118,4.6,247.0625
TATA,Nexon,Smart Plus 1.2 5MT,1199,Petrol,8.9,Manual,16.75,118,4.6,222.0786517
TATA,Nexon,Smart 1.2 iCNG 6MT,1199,CNG,8.9,Manual,16.75,99,4.6,186.3202247
TATA,Nexon,Smart Plus (S) 1.2 5MT,1199,Petrol,9.2,Manual,16.75,118,4.6,214.8369565
TATA,Nexon,Smart Plus 1.2 6AMT,1199,Petrol,9.6,Automatic (AMT),17.26,118,4.6,212.1541667
TATA,Nexon,Pure Plus 1.2 6MT,1199,Petrol,9.7,Manual,16.75,118,4.6,203.7628866
TATA,Nexon,Pure Plus (S) 1.2 6MT,1199,Petrol,10,Manual,16.75,118,4.6,197.65
TATA,Nexon,Smart Plus 1.5 6MT,1497,Diesel,10,Manual,22.3,113,4.6,251.99
TATA,Nexon,Smart Plus 1.2 iCNG 6MT,1199,CNG,10,Manual,16.75,99,4.6,165.825
TATA,Nexon,Smart Plus (S) 1.5 6MT,1497,Diesel,10.3,Manual,22.3,113,4.6,244.6504854
TATA,Nexon,Smart Plus (S) 1.2 iCNG 6MT,1199,CNG,10.3,Manual,16.75,99,4.6,160.9951456
TATA,Nexon,Pure Plus 1.2  6AMT,1199,Petrol,10.4,Automatic (AMT),17.26,118,4.6,195.8346154
TATA,Nexon,Pure Plus 1.2 iCNG 6MT,1199,CNG,10.7,Manual,16.75,99,4.6,154.9766355
TATA,Nexon,Pure Plus (S) 1.2  6AMT,1199,Petrol,10.7,Automatic (AMT),17.26,118,4.6,190.3439252
TATA,Nexon,Pure Plus 1.5 6MT,1497,Diesel,11,Manual,22.3,113,4.6,229.0818182
TATA,Nexon,Creative 1.2 6MT,1199,Petrol,11,Manual,16.75,118,4.6,179.6818182
TATA,Nexon,Creative Plus (S) 1.2 6MT,1199,Petrol,11.3,Manual,16.75,118,4.6,174.9115044
TATA,Nexon,Pure Plus (S) 1.5 6MT,1497,Diesel,11.3,Manual,22.3,113,4.6,223
TATA,Nexon,Creative Plus (S) Dark Edition 1.2 6MT,1199,Petrol,11.7,Manual,16.75,118,4.6,168.9316239
TATA,Nexon,Pure Plus 1.5 6AMT,1497,Diesel,11.7,Automatic (AMT),24.08,113,4.6,232.5675214
TATA,Nexon,Creative 1.2 6AMT,1199,Petrol,11.7,Automatic (AMT),17.26,118,4.6,174.0752137
TATA,Nexon,Creative 1.2 iCNG 6MT,1199,CNG,12,Manual,16.75,99,4.6,138.1875
TATA,Nexon,Creative Plus (S) 1.2 6AMT,1199,Petrol,12,Automatic (AMT),17.26,118,4.6,169.7233333
TATA,Nexon,Creative 1.2 7DCA,1199,Petrol,12.2,Automatic (DCT),17,118,4.6,164.4262295
TATA,Nexon,Creative Plus (PS) 1.2 6MT Dual Tone,1199,Petrol,12.3,Manual,16.75,118,4.6,160.6910569
TATA,Nexon,Creative Plus (S) 1.2 6AMT Dark Edition,1199,Petrol,12.4,Automatic (AMT),17.26,118,4.6,164.2483871
TATA,Nexon,Creative 1.5 6MT,1497,Diesel,12.4,Manual,22.3,113,4.6,203.2177419
TATA,Nexon,Creative Plus (S) 1.2 iCNG 6MT Dark Edition,1199,CNG,12.7,Manual,16.75,99,4.6,130.5708661
TATA,Nexon,Creative Plus (S) 1.5 6MT,1497,Diesel,12.7,Manual,22.3,113,4.6,198.4173228
TATA,Nexon,Creative Plus (S) 1.5 6MT Dark Edition,1497,Diesel,13.1,Manual,22.3,113,4.6,192.3587786
TATA,Nexon,Creative 1.5 6AMT,1497,Diesel,13.1,Automatic (AMT),24.08,113,4.6,207.7129771
TATA,Nexon,Creative Plus (PS) 1.2 iCNG 6MT Dual Tone,1199,CNG,13.3,Manual,16.75,99,4.6,124.6804511
TATA,Nexon,Creative Plus (S) 1.5 6AMT,1497,Diesel,13.4,Automatic (AMT),24.08,113,4.6,203.0626866
TATA,Nexon,Fearless Plus (PS) Dark Edition 1.2 6MT,1199,Petrol,13.5,Manual,16.75,118,4.6,146.4074074
TATA,Nexon,Creative Plus (PS) 1.2 DCA Dual Tone,1199,Petrol,13.5,Automatic (DCT),17,118,4.6,148.5925926
TATA,Nexon,Fearless Plus (PS) 1.5 6MT Dark Edition,1497,Diesel,13.5,Manual,22.3,113,4.6,186.6592593
TATA,Nexon,Creative Plus (PS) 1.5 6MT Dual Tone,1497,Diesel,13.7,Manual,22.3,113,4.6,183.9343066
TATA,Nexon,Fearless Plus (PS) 1.2 iCNG 6MT Dark Edition,1199,CNG,13.7,Manual,16.75,99,4.6,121.040146
TATA,Nexon,Creative Plus (PS) 1.2 iCNG 6MT Dark Edition,1199,CNG,13.7,Manual,16.75,118,4.6,144.270073
TATA,Nexon,Fearless Plus (PS) 1.5 6MT Dual Tone,1497,Diesel,13.7,Manual,22.3,113,4.6,183.9343066
TATA,Nexon,Creative Plus (S) 1.5 6AMT Dark Edition,1497,Diesel,13.8,Automatic (AMT),24.08,113,4.6,197.1768116
TATA,Nexon,Creative Plus (PS) 1.2 7DCA Dark Edition,1199,Petrol,13.9,Automatic (DCT),17,118,4.6,144.3165468
TATA,Nexon,Fearless Plus (PS) 1.2 iCNG 6MT Dual Tone,1199,CNG,14.3,Manual,16.75,99,4.6,115.9615385
TATA,Nexon,Creative Plus (PS) 1.5 6AMT Dual Tone,1497,Diesel,14.4,Automatic (AMT),24.08,113,4.6,188.9611111
TATA,Nexon,Fearless Plus (PS) 1.2 DCA Dual Tone,1199,Petrol,14.5,Automatic (DCT),17,118,4.6,138.3448276
TATA,Nexon,Fearless Plus (PS) 1.2 7DCA Dark Edition,1199,Petrol,14.7,Automatic (DCT),17,118,4.6,136.462585
